Source,Event ID,Time Created
Microsoft-Windows-Security-SPP,16394,2022-09-24T15:57:47.2259307Z
asus,0,2022-09-24T15:57:52.5887230Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T15:58:24.4828065Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T16:07:22.7279342Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T16:07:57.3961250Z
Microsoft-Windows-CAPI2,4097,2022-09-24T16:13:55.2433763Z
ESENT,102,2022-09-24T16:16:02.5177918Z
ESENT,300,2022-09-24T16:16:02.5337913Z
ESENT,330,2022-09-24T16:16:02.5437912Z
ESENT,301,2022-09-24T16:16:02.5547939Z
ESENT,302,2022-09-24T16:16:02.6082022Z
ESENT,105,2022-09-24T16:16:02.6132022Z
ESENT,330,2022-09-24T16:16:02.6242074Z
ESENT,641,2022-09-24T16:16:02.6252076Z
ESENT,326,2022-09-24T16:16:02.6392051Z
ESENT,330,2022-09-24T16:16:02.6452049Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T16:22:02.9399745Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T16:22:35.5039359Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T16:24:32.0452929Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T16:25:06.5421585Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T16:49:03.8200873Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T16:49:38.5857892Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T16:57:47.0805107Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T16:58:21.0283868Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T17:07:22.4003422Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T17:07:57.8038821Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T17:17:27.2145339Z
SecurityCenter,15,2022-09-24T17:17:34.1506988Z
SecurityCenter,15,2022-09-24T17:17:36.1754485Z
SecurityCenter,15,2022-09-24T17:17:39.0469666Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T17:18:31.8608104Z
Microsoft-Windows-RestartManager,10000,2022-09-24T17:18:52.7185399Z
Microsoft-Windows-RestartManager,10001,2022-09-24T17:21:39.8268329Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T17:24:32.0632974Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T17:25:06.0720494Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T17:34:18.9673936Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T17:34:49.4024413Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T17:49:03.2233128Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T17:49:37.4368776Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T17:57:47.1144370Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T17:58:20.7737284Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T18:07:22.8950791Z
Microsoft-Windows-Security-SPP,16384,2022-09-24T18:07:57.3010035Z
Microsoft-Windows-Security-SPP,16394,2022-09-24T21:08:31.7262891Z
edgeupdate,0,2022-09-25T03:04:57.4036838Z
gupdate,0,2022-09-25T03:05:04.6080076Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:05:09.6444774Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:07:22.1205710Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:08:01.8087744Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:08:07.7544851Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:08:38.2471243Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:08:51.9256545Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:09:22.3607666Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:14:22.6210823Z
SecurityCenter,15,2022-09-25T03:14:25.6659340Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:15:05.1089917Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:15:13.4392194Z
SecurityCenter,15,2022-09-25T03:15:28.8078698Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:15:43.9023154Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:24:32.8826612Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:25:07.0118462Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:49:03.7939904Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:49:38.4462009Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T03:57:47.1756947Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T03:58:21.2702210Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T04:07:22.7963034Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T04:07:59.4052492Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T04:24:32.1498118Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T04:25:05.7648923Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T04:55:05.0450155Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T04:55:40.1815445Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T07:56:47.0093806Z
Windows Error Reporting,1001,2022-09-25T12:40:51.7678849Z
Windows Error Reporting,1001,2022-09-25T12:40:52.8411986Z
Windows Error Reporting,1001,2022-09-25T12:40:57.8135350Z
SecurityCenter,15,2022-09-25T12:41:36.0460306Z
gupdate,0,2022-09-25T12:41:38.4692155Z
AsusAppService,0,2022-09-25T12:41:46.9744889Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T12:42:04.3586205Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T12:42:48.8920028Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T12:43:19.3251823Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T12:49:03.2620540Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T12:49:38.1545200Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T12:57:47.0297591Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T12:58:21.2561786Z
edgeupdate,0,2022-09-25T13:02:13.5957997Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:07:22.2231695Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:07:56.2723198Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:16:50.2588317Z
SecurityCenter,15,2022-09-25T13:16:51.3159285Z
SecurityCenter,15,2022-09-25T13:16:53.3418169Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:17:19.3068566Z
Microsoft-Windows-RestartManager,10000,2022-09-25T13:17:37.5816534Z
Microsoft-Windows-RestartManager,10001,2022-09-25T13:19:55.8494200Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:24:32.3463354Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:25:06.3711531Z
Microsoft-Windows-RestartManager,10000,2022-09-25T13:30:38.5431931Z
Microsoft-Windows-RestartManager,10001,2022-09-25T13:32:36.1745931Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:41:49.8529442Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:42:29.3520139Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:49:03.8233651Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:49:39.7530525Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:55:30.1817121Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:56:02.7322705Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T13:57:47.3965269Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T13:58:22.8529305Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T14:49:03.2063872Z
SecurityCenter,15,2022-09-25T14:49:25.0614152Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T14:49:45.1629151Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T14:57:47.2222564Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T14:58:22.6937399Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T15:24:32.3404565Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T15:25:06.9038232Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T15:49:03.0768882Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T15:49:37.1104632Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T15:57:46.9645193Z
asus,0,2022-09-25T15:57:52.5093642Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T15:58:28.8310346Z
ESENT,102,2022-09-25T16:07:22.8671919Z
ESENT,300,2022-09-25T16:07:22.8801950Z
ESENT,330,2022-09-25T16:07:22.8971957Z
ESENT,301,2022-09-25T16:07:22.9221972Z
ESENT,302,2022-09-25T16:07:22.9602005Z
ESENT,105,2022-09-25T16:07:22.9692008Z
ESENT,330,2022-09-25T16:07:22.9834880Z
ESENT,641,2022-09-25T16:07:22.9844850Z
ESENT,326,2022-09-25T16:07:23.0003741Z
ESENT,330,2022-09-25T16:07:23.0068858Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T16:24:32.8140629Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T16:25:14.1351602Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T17:06:59.7959253Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T17:07:38.7468399Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T17:24:32.3746956Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T17:25:07.8465879Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T17:49:03.1449308Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T17:49:38.8784186Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T17:57:47.1294864Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T17:58:21.4245439Z
gupdate,0,2022-09-25T18:02:16.1650927Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T18:04:24.9972224Z
Microsoft-Windows-Security-SPP,16384,2022-09-25T18:04:55.4264953Z
Microsoft-Windows-Security-SPP,16394,2022-09-25T21:09:34.2569083Z
edgeupdate,0,2022-09-26T13:49:39.1443834Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T13:50:15.6952544Z
gupdate,0,2022-09-26T13:50:28.5190291Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T13:52:25.0440684Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T13:54:21.6656034Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T13:56:29.0611494Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T13:56:59.5736952Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T13:57:47.3441408Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T13:58:21.5332509Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T13:59:25.8064844Z
SecurityCenter,15,2022-09-26T13:59:28.0622136Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T14:00:10.0570137Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T14:00:20.4003845Z
SecurityCenter,15,2022-09-26T14:00:36.4935210Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T14:00:50.8821139Z
ESENT,102,2022-09-26T14:19:25.1756479Z
ESENT,300,2022-09-26T14:19:25.1886540Z
ESENT,330,2022-09-26T14:19:25.1986487Z
ESENT,301,2022-09-26T14:19:25.2106545Z
ESENT,302,2022-09-26T14:19:25.2456542Z
ESENT,105,2022-09-26T14:19:25.2516532Z
ESENT,330,2022-09-26T14:19:25.2626540Z
ESENT,641,2022-09-26T14:19:25.2636540Z
ESENT,326,2022-09-26T14:19:25.2746544Z
ESENT,330,2022-09-26T14:19:25.2796573Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T14:24:32.7072603Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T14:25:06.9436536Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T14:41:49.8691403Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T14:42:26.9724010Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T14:49:03.1354281Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T14:49:38.7898714Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T14:57:48.1308507Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T14:58:22.0199678Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T15:24:31.7052853Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T15:25:05.7781525Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T15:39:40.6044551Z
SecurityCenter,15,2022-09-26T15:39:43.1621899Z
SecurityCenter,15,2022-09-26T15:39:45.1838564Z
SecurityCenter,15,2022-09-26T15:39:49.9418681Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T15:40:25.3499821Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T15:40:48.5246044Z
Microsoft-Windows-RestartManager,10000,2022-09-26T15:40:51.4216354Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T15:41:19.4100681Z
Microsoft-Windows-RestartManager,10001,2022-09-26T15:44:05.6597230Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T15:49:03.1580485Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T15:49:38.2314281Z
Windows Error Reporting,1001,2022-09-26T16:46:58.2523022Z
Windows Error Reporting,1001,2022-09-26T16:46:58.3413040Z
Windows Error Reporting,1001,2022-09-26T16:46:58.5263218Z
Windows Error Reporting,1001,2022-09-26T16:46:58.6904362Z
Windows Error Reporting,1001,2022-09-26T16:46:58.7174396Z
Windows Error Reporting,1001,2022-09-26T16:47:03.1556456Z
Windows Error Reporting,1001,2022-09-26T16:47:04.6313293Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T16:49:05.1953005Z
asus,0,2022-09-26T16:49:08.6784690Z
Microsoft-Windows-Security-SPP,16384,2022-09-26T16:49:41.6165889Z
Microsoft-Windows-Security-SPP,16394,2022-09-26T19:51:35.6484307Z
ESENT,102,2022-09-27T14:13:07.2614817Z
ESENT,300,2022-09-27T14:13:07.2804831Z
ESENT,330,2022-09-27T14:13:07.3304903Z
ESENT,301,2022-09-27T14:13:07.3524867Z
ESENT,302,2022-09-27T14:13:07.7925194Z
ESENT,105,2022-09-27T14:13:08.0255363Z
gupdate,0,2022-09-27T14:13:49.2309910Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:13:49.3420210Z
edgeupdate,0,2022-09-27T14:14:30.6637544Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:16:05.0324479Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:16:40.4255058Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:16:42.9056905Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:18:16.2255697Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:19:45.1515264Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:20:15.6000703Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:24:32.2373330Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:25:08.2233564Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:28:21.7917925Z
SecurityCenter,15,2022-09-27T14:28:21.8547773Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:28:52.2620406Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:28:53.8657360Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:29:24.7958475Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:29:38.2337781Z
SecurityCenter,15,2022-09-27T14:29:54.0695118Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:30:08.7212574Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:41:50.0353922Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:42:27.2123166Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:49:04.4133236Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:49:39.8818724Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T14:57:47.6237611Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T14:58:21.1112597Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T15:20:48.1855892Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T15:21:25.7985248Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T15:21:43.8162240Z
SecurityCenter,15,2022-09-27T15:21:46.4051279Z
SecurityCenter,15,2022-09-27T15:21:48.4162768Z
SecurityCenter,15,2022-09-27T15:21:55.8718350Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T15:22:15.2196503Z
Microsoft-Windows-RestartManager,10000,2022-09-27T15:22:30.9302578Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T15:24:31.8008462Z
Microsoft-Windows-RestartManager,10001,2022-09-27T15:25:00.7957768Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T15:25:06.7156654Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T15:49:03.4007810Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T15:49:40.3901347Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T16:24:32.8824779Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T16:25:07.2118126Z
NVIDIA GeForce Experience SelfUpdate Source,0,2022-09-27T16:48:52.1043223Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T16:49:03.3943475Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T16:49:39.9918746Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T17:04:21.5329837Z
Microsoft-Windows-Security-SPP,16384,2022-09-27T17:04:51.8863221Z
Microsoft-Windows-Security-SPP,16394,2022-09-27T20:09:52.5780118Z
ESENT,330,2022-09-28T13:30:39.7990577Z
ESENT,641,2022-09-28T13:30:40.4111042Z
asus,0,2022-09-28T13:30:43.4643283Z
gupdate,0,2022-09-28T13:30:48.2947125Z
edgeupdate,0,2022-09-28T13:31:22.7517466Z
System Restore,8194,2022-09-28T13:31:26.8430571Z
Microsoft-Windows-System-Restore,8300,2022-09-28T13:31:40.7796719Z
Microsoft-Windows-CAPI2,4111,2022-09-28T13:31:41.0981471Z
Microsoft-Windows-RestartManager,10000,2022-09-28T13:31:44.3376206Z
Microsoft-Windows-RestartManager,10010,2022-09-28T13:31:44.3840208Z
Microsoft-Windows-RestartManager,10005,2022-09-28T13:31:44.4420376Z
Microsoft-Windows-RestartManager,10001,2022-09-28T13:31:44.4450182Z
SecurityCenter,15,2022-09-28T13:31:57.4334258Z
Microsoft-Windows-System-Restore,8301,2022-09-28T13:32:08.3997894Z
Microsoft-Windows-System-Restore,8302,2022-09-28T13:32:08.3998078Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T13:32:18.5533540Z
Application Error,1000,2022-09-28T13:33:09.7888331Z
Windows Error Reporting,1001,2022-09-28T13:33:13.3101145Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T13:33:37.5626316Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T13:34:10.3474688Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T13:34:20.9742636Z
VSS,8224,2022-09-28T13:34:39.8351560Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T13:34:51.4620255Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T13:34:57.1150365Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T13:35:27.5614942Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T13:45:40.9518157Z
SecurityCenter,15,2022-09-28T13:45:43.1977901Z
SecurityCenter,15,2022-09-28T13:45:45.2085218Z
SecurityCenter,15,2022-09-28T13:45:52.5085912Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T13:46:27.0223281Z
ESENT,326,2022-09-28T14:20:27.1535074Z
ESENT,330,2022-09-28T14:20:27.1775090Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T14:24:34.0632337Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T14:25:17.3740954Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T14:27:46.3612316Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T14:28:20.1971415Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T14:49:56.6625743Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T14:50:32.2522412Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T15:06:18.2268856Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T15:06:48.6931165Z
Microsoft-Windows-RestartManager,10000,2022-09-28T15:06:57.2857772Z
Microsoft-Windows-RestartManager,10001,2022-09-28T15:07:07.4364203Z
Microsoft-Windows-RestartManager,10000,2022-09-28T15:07:19.0716855Z
Microsoft-Windows-RestartManager,10001,2022-09-28T15:07:41.7851221Z
Microsoft-Windows-RestartManager,10000,2022-09-28T15:08:52.1180125Z
Microsoft-Windows-RestartManager,10001,2022-09-28T15:11:01.3489210Z
Microsoft-Windows-RestartManager,10000,2022-09-28T15:11:01.3497031Z
Microsoft-Windows-RestartManager,10001,2022-09-28T15:11:03.4399495Z
Microsoft-Windows-RestartManager,10000,2022-09-28T15:11:06.1603877Z
Microsoft-Windows-RestartManager,10001,2022-09-28T15:11:06.1753903Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T15:11:20.3781715Z
Microsoft-Windows-RestartManager,10000,2022-09-28T15:11:20.3286309Z
Microsoft-Windows-Security-SPP,16384,2022-09-28T15:11:54.1102113Z
Microsoft-Windows-RestartManager,10006,2022-09-28T15:11:53.5178952Z
Microsoft-Windows-RestartManager,10002,2022-09-28T15:11:53.5622784Z
Microsoft-Windows-RestartManager,10005,2022-09-28T15:13:05.5907520Z
Microsoft-Windows-Security-SPP,16394,2022-09-28T15:13:08.0679214Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.1247523Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.3467885Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.3807747Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.4167757Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.4617764Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.5007796Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.5437872Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.5817850Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.6248096Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.6258090Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.6787928Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.7207985Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.7227956Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.7748033Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.8188057Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.8208057Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.8708057Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.8728078Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.9258131Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.9698165Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:09.9708167Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.0188203Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.0208180Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.0758265Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.1198260Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.1218281Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.1718309Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.1728309Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.2228343Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.2638360Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.2658367Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.3118399Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.3128608Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.3738456Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.4138686Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.4148688Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.4648531Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.4658510Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.5158556Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.5588605Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.5598568Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.6058655Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.6078657Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.6598678Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.7028682Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.7048688Z
Microsoft-Windows-Security-SPP,1004,2022-09-28T15:13:10.7518746Z
